# 20240201T0908
# SOURCE PREFIX PATHS
# IGSR:HGSVC2: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC2'
# IGSR:HGSVC3: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3'
# AWS:HPRC: 's3-us-west-2.amazonaws.com/human-pangenomics/index.html?prefix='
SIN	hgsvc_sample_number	phase	sample	family	member	population	supergroup	sex	is_child	verkko_assembly_batch	datatype	remote_path	remote_collection	accession
SIN:00731	4	Yr1	HG00731	PR05	father	PUR	AMR	male	False	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:00731	4	Yr1	HG00731	PR05	father	PUR	AMR	male	False	2	strandseq	unknown	unknown	PRJEB12849
SIN:00732	5	Yr1	HG00732	PR05	mother	PUR	AMR	female	False	3	hifi	unknown	unknown	unknown
SIN:00732	5	Yr1	HG00732	PR05	mother	PUR	AMR	female	False	3	ont	unknown	unknown	unknown
SIN:00732	5	Yr1	HG00732	PR05	mother	PUR	AMR	female	False	3	strandseq	unknown	unknown	unknown
SIN:00733	6	Yr1	HG00733	PR05	daughter	PUR	AMR	female	True	1	hifi	unknown	unknown	unknown
SIN:00733	6	Yr1	HG00733	PR05	daughter	PUR	AMR	female	True	1	ont	unknown	unknown	unknown
SIN:00733	6	Yr1	HG00733	PR05	daughter	PUR	AMR	female	True	1	strandseq	unknown	unknown	unknown
SIN:00512	7	Yr1	HG00512	SH032	father	CHS	EAS	male	False	3	hifi	IGSR:HGSVC2:/working/20191031_CHS_PacBio_HG00512_HiFi	20191031_CHS_PacBio_HG00512_HiFi	PRJEB58376
SIN:00512	7	Yr1	HG00512	SH032	father	CHS	EAS	male	False	3	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:00512	7	Yr1	HG00512	SH032	father	CHS	EAS	male	False	3	strandseq	unknown	unknown	PRJEB12849
SIN:00513	8	Yr1	HG00513	SH032	mother	CHS	EAS	female	False	3	hifi	unknown	unknown	unknown
SIN:00513	8	Yr1	HG00513	SH032	mother	CHS	EAS	female	False	3	ont	unknown	unknown	unknown
SIN:00513	8	Yr1	HG00513	SH032	mother	CHS	EAS	female	False	3	strandseq	unknown	unknown	unknown
SIN:00514	9	Yr1	HG00514	SH032	daughter	CHS	EAS	female	True	3	hifi	unknown	unknown	unknown
SIN:00514	9	Yr1	HG00514	SH032	daughter	CHS	EAS	female	True	3	ont	unknown	unknown	unknown
SIN:00514	9	Yr1	HG00514	SH032	daughter	CHS	EAS	female	True	3	strandseq	unknown	unknown	unknown
SIN:03732	10	Yr1,Yr3	HG03732	IT003	son	ITU	SAS	male	True	3	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG03732	20220831_JAX_HiFi	PRJEB58376
SIN:03732	10	Yr1,Yr3	HG03732	IT003	son	ITU	SAS	male	True	3	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:03732	10	Yr1,Yr3	HG03732	IT003	son	ITU	SAS	male	True	3	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:01573	11	Yr1,Yr3	HG01573	PEL003	daughter	PEL	AMR	female	True	1	hifi	unknown	unknown	unknown
SIN:01573	11	Yr1,Yr3	HG01573	PEL003	daughter	PEL	AMR	female	True	1	ont	unknown	unknown	unknown
SIN:01573	11	Yr1,Yr3	HG01573	PEL003	daughter	PEL	AMR	female	True	1	strandseq	unknown	unknown	unknown
SIN:00171	12	Yr1,Yr3	HG00171	single	single	FIN	EUR	female	False	1	hifi	unknown	unknown	unknown
SIN:00171	12	Yr1,Yr3	HG00171	single	single	FIN	EUR	female	False	1	ont	unknown	unknown	unknown
SIN:00171	12	Yr1,Yr3	HG00171	single	single	FIN	EUR	female	False	1	strandseq	unknown	unknown	unknown
SIN:02587	13	Yr1,Yr3	HG02587	GB24	daughter	GWD	AFR	female	True	1	hifi	unknown	unknown	unknown
SIN:02587	13	Yr1,Yr3	HG02587	GB24	daughter	GWD	AFR	female	True	1	ont	unknown	unknown	unknown
SIN:02587	13	Yr1,Yr3	HG02587	GB24	daughter	GWD	AFR	female	True	1	strandseq	unknown	unknown	unknown
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	hifi	unknown	unknown	unknown
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	unknown
SIN:01114	14	Yr1,Yr3	HG01114	CLM03	daughter	CLM	AMR	female	True	1	strandseq	unknown	unknown	unknown
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	hifi	unknown	unknown	unknown
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	unknown
SIN:02018	15	Yr1,Yr3	HG02018	VN047	daughter	KHV	EAS	female	True	1	strandseq	unknown	unknown	unknown
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	hifi	unknown	unknown	unknown
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	ont	unknown	unknown	unknown
SIN:19036	16	Yr1,Yr3	NA19036	single	single	LWK	AFR	female	False	1	strandseq	unknown	unknown	unknown
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	hifi	unknown	unknown	unknown
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	ont	unknown	unknown	unknown
SIN:12329	17	Yr1,Yr3	NA12329	1328	daughter	CEU	EUR	female	True	3	strandseq	unknown	unknown	unknown
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02011	20220831_JAX_HiFi	PRJEB58376
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:02011	18	Yr1,Yr3	HG02011	BB13	son	ACB	AFR	male	True	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	hifi	unknown	unknown	unknown
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	unknown
SIN:19983	19	Yr1,Yr3	NA19983	2436	daughter	ASW	AFR	female	True	1	strandseq	unknown	unknown	unknown
SIN:03371	20	Yr1,Yr3	HG03371	NG98	son	ESN	AFR	male	True	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG03371	20220831_JAX_HiFi	PRJEB58376
SIN:03371	20	Yr1,Yr3	HG03371	NG98	son	ESN	AFR	male	True	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:03371	20	Yr1,Yr3	HG03371	NG98	son	ESN	AFR	male	True	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:02492	21	Yr1,Yr3	HG02492	PK06	son	PJL	SAS	male	True	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02492	20220831_JAX_HiFi	PRJEB58376
SIN:02492	21	Yr1,Yr3	HG02492	PK06	son	PJL	SAS	male	True	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:02492	21	Yr1,Yr3	HG02492	PK06	son	PJL	SAS	male	True	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:03009	22	Yr1,Yr3	HG03009	BD01	son	BEB	SAS	male	True	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG03009	20220831_JAX_HiFi	PRJEB58376
SIN:03009	22	Yr1,Yr3	HG03009	BD01	son	BEB	SAS	male	True	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG03009	20211013_ONT_Rebasecalled	PRJEB58376
SIN:03009	22	Yr1,Yr3	HG03009	BD01	son	BEB	SAS	male	True	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:03683	23	Yr1,Yr3	HG03683	ST12	daughter	STU	SAS	female	True	1	hifi	unknown	unknown	unknown
SIN:03683	23	Yr1,Yr3	HG03683	ST12	daughter	STU	SAS	female	True	1	ont	unknown	unknown	unknown
SIN:03683	23	Yr1,Yr3	HG03683	ST12	daughter	STU	SAS	female	True	1	strandseq	unknown	unknown	unknown
SIN:03065	24	Yr1,Yr3	HG03065	SL05	son	MSL	AFR	male	True	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG03065	20220831_JAX_HiFi	PRJEB58376
SIN:03065	24	Yr1,Yr3	HG03065	SL05	son	MSL	AFR	male	True	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:03065	24	Yr1,Yr3	HG03065	SL05	son	MSL	AFR	male	True	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:18534	25	Yr1,Yr3	NA18534	single	single	CHB	EAS	male	False	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA18534	20220831_JAX_HiFi	PRJEB58376
SIN:18534	25	Yr1,Yr3	NA18534	single	single	CHB	EAS	male	False	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/NA18534	20211013_ONT_Rebasecalled	PRJEB58376
SIN:18534	25	Yr1,Yr3	NA18534	single	single	CHB	EAS	male	False	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:01505	26	Yr1,Yr3	HG01505	IBS002	son	IBS	EUR	male	True	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG01505	20220831_JAX_HiFi	PRJEB58376
SIN:01505	26	Yr1,Yr3	HG01505	IBS002	son	IBS	EUR	male	True	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:01505	26	Yr1,Yr3	HG01505	IBS002	son	IBS	EUR	male	True	1	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:19650	27	Yr1,Yr3	NA19650	m001	son	MXL	AMR	male	True	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19650	20220831_JAX_HiFi	PRJEB58376
SIN:19650	27	Yr1,Yr3	NA19650	m001	son	MXL	AMR	male	True	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/NA19650	20211013_ONT_Rebasecalled	PRJEB58376
SIN:19650	27	Yr1,Yr3	NA19650	m001	son	MXL	AMR	male	True	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:18939	28	Yr1,Yr3	NA18939	single	single	JPT	EAS	female	False	3	hifi	unknown	unknown	unknown
SIN:18939	28	Yr1,Yr3	NA18939	single	single	JPT	EAS	female	False	3	ont	unknown	unknown	unknown
SIN:18939	28	Yr1,Yr3	NA18939	single	single	JPT	EAS	female	False	3	strandseq	unknown	unknown	unknown
SIN:00864	29	Yr1,Yr3	HG00864	single	single	CDX	EAS	female	False	3	hifi	unknown	unknown	unknown
SIN:00864	29	Yr1,Yr3	HG00864	single	single	CDX	EAS	female	False	3	ont	unknown	unknown	unknown
SIN:00864	29	Yr1,Yr3	HG00864	single	single	CDX	EAS	female	False	3	strandseq	unknown	unknown	unknown
SIN:20847	30	Yr1,Yr3	NA20847	single	single	GIH	SAS	female	False	2	hifi	unknown	unknown	unknown
SIN:20847	30	Yr1,Yr3	NA20847	single	single	GIH	SAS	female	False	2	ont	unknown	unknown	unknown
SIN:20847	30	Yr1,Yr3	NA20847	single	single	GIH	SAS	female	False	2	strandseq	unknown	unknown	unknown
SIN:20509	31	Yr1,Yr3	NA20509	single	single	TSI	EUR	male	False	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA20509	20220831_JAX_HiFi	PRJEB58376
SIN:20509	31	Yr1,Yr3	NA20509	single	single	TSI	EUR	male	False	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:20509	31	Yr1,Yr3	NA20509	single	single	TSI	EUR	male	False	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:00096	32	Yr1,Yr3	HG00096	single	single	GBR	EUR	male	False	3	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG00096	20220831_JAX_HiFi	PRJEB58376
SIN:00096	32	Yr1,Yr3	HG00096	single	single	GBR	EUR	male	False	3	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:00096	32	Yr1,Yr3	HG00096	single	single	GBR	EUR	male	False	3	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:01596	33	Yr1,Yr3	HG01596	single	single	KHV	EAS	male	False	2	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG01596	20220831_JAX_HiFi	PRJEB58376
SIN:01596	33	Yr1,Yr3	HG01596	single	single	KHV	EAS	male	False	2	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:01596	33	Yr1,Yr3	HG01596	single	single	KHV	EAS	male	False	2	strandseq	IGSR:HGSVC2:/working/20200120_Strandseq/fastq	20200120_Strandseq	PRJEB39750
SIN:24385	34	Yr1_Extension	NA24385	3140	son	ASK	EUR	male	True	2	hifi	unknown	unknown	unknown
SIN:24385	34	Yr1_Extension	NA24385	3140	son	ASK	EUR	male	True	2	ont	unknown	unknown	unknown
SIN:24385	34	Yr1_Extension	NA24385	3140	son	ASK	EUR	male	True	2	strandseq	unknown	unknown	unknown
SIN:02818	36	Yr1_Extension	HG02818	GB66	daughter	GWD	AFR	female	True	1	hifi	unknown	unknown	unknown
SIN:02818	36	Yr1_Extension	HG02818	GB66	daughter	GWD	AFR	female	True	1	ont	unknown	unknown	unknown
SIN:02818	36	Yr1_Extension	HG02818	GB66	daughter	GWD	AFR	female	True	1	strandseq	unknown	unknown	unknown
SIN:01352	39	Yr2	HG01352	CLM29	daughter	CLM	AMR	female	True	1	hifi	unknown	unknown	unknown
SIN:01352	39	Yr2	HG01352	CLM29	daughter	CLM	AMR	female	True	1	ont	unknown	unknown	unknown
SIN:01352	39	Yr2	HG01352	CLM29	daughter	CLM	AMR	female	True	1	strandseq	unknown	unknown	unknown
SIN:02059	40	Yr2	HG02059	VN061	daughter	KHV	EAS	female	True	1	hifi	unknown	unknown	unknown
SIN:02059	40	Yr2	HG02059	VN061	daughter	KHV	EAS	female	True	1	ont	unknown	unknown	unknown
SIN:02059	40	Yr2	HG02059	VN061	daughter	KHV	EAS	female	True	1	strandseq	unknown	unknown	unknown
SIN:19434	41	Yr2	NA19434	LWK003	single	LWK	AFR	female	False	1	hifi	unknown	unknown	unknown
SIN:19434	41	Yr2	NA19434	LWK003	single	LWK	AFR	female	False	1	ont	unknown	unknown	unknown
SIN:19434	41	Yr2	NA19434	LWK003	single	LWK	AFR	female	False	1	strandseq	unknown	unknown	unknown
SIN:04217	42	Yr2	HG04217	IT220	daughter	ITU	SAS	female	True	1	hifi	unknown	unknown	unknown
SIN:04217	42	Yr2	HG04217	IT220	daughter	ITU	SAS	female	True	1	ont	unknown	unknown	unknown
SIN:04217	42	Yr2	HG04217	IT220	daughter	ITU	SAS	female	True	1	strandseq	unknown	unknown	unknown
SIN:03807	43	Yr2	HG03807	BD19	daughter	BEB	SAS	female	True	1	hifi	unknown	unknown	unknown
SIN:03807	43	Yr2	HG03807	BD19	daughter	BEB	SAS	female	True	1	ont	unknown	unknown	unknown
SIN:03807	43	Yr2	HG03807	BD19	daughter	BEB	SAS	female	True	1	strandseq	unknown	unknown	unknown
SIN:19836	44	Yr2	NA19836	2424	daughter	ASW	AFR	female	True	1	hifi	unknown	unknown	unknown
SIN:19836	44	Yr2	NA19836	2424	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	unknown
SIN:19836	44	Yr2	NA19836	2424	daughter	ASW	AFR	female	True	1	strandseq	unknown	unknown	unknown
SIN:02106	45	Yr2	HG02106	PEL38	daughter	PEL	AMR	female	True	1	hifi	unknown	unknown	unknown
SIN:02106	45	Yr2	HG02106	PEL38	daughter	PEL	AMR	female	True	1	ont	unknown	unknown	unknown
SIN:02106	45	Yr2	HG02106	PEL38	daughter	PEL	AMR	female	True	1	strandseq	unknown	unknown	unknown
SIN:00268	46	Yr2	HG00268	single	single	FIN	EUR	female	False	1	hifi	unknown	unknown	unknown
SIN:00268	46	Yr2	HG00268	single	single	FIN	EUR	female	False	1	ont	unknown	unknown	unknown
SIN:00268	46	Yr2	HG00268	single	single	FIN	EUR	female	False	1	strandseq	unknown	unknown	unknown
SIN:20355	47	Yr2	NA20355	2484a	daughter	ASW	AFR	female	True	1	hifi	unknown	unknown	unknown
SIN:20355	47	Yr2	NA20355	2484a	daughter	ASW	AFR	female	True	1	ont	unknown	unknown	unknown
SIN:20355	47	Yr2	NA20355	2484a	daughter	ASW	AFR	female	True	1	strandseq	unknown	unknown	unknown
SIN:19129	49	Yr2	NA19129	Y077	daughter	YRI	AFR	female	True	1	hifi	unknown	unknown	unknown
SIN:19129	49	Yr2	NA19129	Y077	daughter	YRI	AFR	female	True	1	ont	unknown	unknown	unknown
SIN:19129	49	Yr2	NA19129	Y077	daughter	YRI	AFR	female	True	1	strandseq	unknown	unknown	unknown
SIN:02769	50	Yr2	HG02769	GB57	mother	GWD	AFR	female	False	1	hifi	unknown	unknown	unknown
SIN:02769	50	Yr2	HG02769	GB57	mother	GWD	AFR	female	False	1	ont	unknown	unknown	unknown
SIN:02769	50	Yr2	HG02769	GB57	mother	GWD	AFR	female	False	1	strandseq	unknown	unknown	unknown
SIN:03452	51	Yr2	HG03452	SL50	mother	MSL	AFR	female	False	1	hifi	unknown	unknown	unknown
SIN:03452	51	Yr2	HG03452	SL50	mother	MSL	AFR	female	False	1	ont	unknown	unknown	unknown
SIN:03452	51	Yr2	HG03452	SL50	mother	MSL	AFR	female	False	1	strandseq	unknown	unknown	unknown
SIN:03520	52	Yr2	HG03520	NG109	mother	ESN	AFR	female	False	1	hifi	unknown	unknown	unknown
SIN:03520	52	Yr2	HG03520	NG109	mother	ESN	AFR	female	False	1	ont	unknown	unknown	unknown
SIN:03520	52	Yr2	HG03520	NG109	mother	ESN	AFR	female	False	1	strandseq	unknown	unknown	unknown
SIN:02282	53	Yr2	HG02282	BB24	mother	ACB	AFR	female	False	1	hifi	unknown	unknown	unknown
SIN:02282	53	Yr2	HG02282	BB24	mother	ACB	AFR	female	False	1	ont	unknown	unknown	unknown
SIN:02282	53	Yr2	HG02282	BB24	mother	ACB	AFR	female	False	1	strandseq	unknown	unknown	unknown
SIN:02554	54	Yr2	HG02554	BB67	single	ACB	AFR	male	False	1	hifi	IGSR:HGSVC2:/working/20210509_UW_HiFi/HG02554	20210509_UW_HiFi	PRJEB58376
SIN:02554	54	Yr2	HG02554	BB67	single	ACB	AFR	male	False	1	ont	IGSR:HGSVC3:/working/20210822_UW_EEE_ONT_UL	20210822_UW_EEE_ONT_UL	PRJNA988114
SIN:02554	54	Yr2	HG02554	BB67	single	ACB	AFR	male	False	1	strandseq	IGSR:HGSVC2:/working/20220207_Strandseq/fastq	20220207_Strandseq	PRJEB39750
SIN:02953	55	Yr2	HG02953	NG16	father	ESN	AFR	male	False	1	hifi	IGSR:HGSVC3:/working/20210509_UW_HiFi/HG02953	20210509_UW_HiFi	PRJEB58376
SIN:02953	55	Yr2	HG02953	NG16	father	ESN	AFR	male	False	1	ont	IGSR:HGSVC3:/working/20210822_UW_EEE_ONT_UL	20210822_UW_EEE_ONT_UL	PRJNA988114
SIN:02953	55	Yr2	HG02953	NG16	father	ESN	AFR	male	False	1	strandseq	IGSR:HGSVC2:/working/20210607_Strandseq/fastq	20210607_Strandseq	PRJEB39750
SIN:21487	56	Yr2	NA21487	2618	daughter	MKK	AFR	female	True	1	hifi	unknown	unknown	unknown
SIN:21487	56	Yr2	NA21487	2618	daughter	MKK	AFR	female	True	1	ont	unknown	unknown	unknown
SIN:21487	56	Yr2	NA21487	2618	daughter	MKK	AFR	female	True	1	strandseq	unknown	unknown	unknown
SIN:18989	57	Yr2	NA18989	single	single	JPT	EAS	male	False	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA18989	20220831_JAX_HiFi	PRJEB58376
SIN:18989	57	Yr2	NA18989	single	single	JPT	EAS	male	False	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:18989	57	Yr2	NA18989	single	single	JPT	EAS	male	False	1	strandseq	IGSR:HGSVC2:/working/20210824_Strandseq/fastq	20210824_Strandseq	PRJEB39750
SIN:19331	58	Yr2	NA19331	LWK001	single	LWK	AFR	male	False	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19331	20220831_JAX_HiFi	PRJEB58376
SIN:19331	58	Yr2	NA19331	LWK001	single	LWK	AFR	male	False	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:19331	58	Yr2	NA19331	LWK001	single	LWK	AFR	male	False	1	strandseq	IGSR:HGSVC2:/working/20210824_Strandseq/fastq	20210824_Strandseq	PRJEB39750
SIN:02666	59	Yr2	HG02666	GB40	father	GWD	AFR	male	False	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG02666	20220831_JAX_HiFi	PRJEB58376
SIN:02666	59	Yr2	HG02666	GB40	father	GWD	AFR	male	False	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:02666	59	Yr2	HG02666	GB40	father	GWD	AFR	male	False	1	strandseq	IGSR:HGSVC2:/working/20210607_Strandseq/fastq	20210607_Strandseq	PRJEB39750
SIN:19317	60	Yr2	NA19317	single	single	LWK	AFR	male	False	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19317	20220831_JAX_HiFi	PRJEB58376
SIN:19317	60	Yr2	NA19317	single	single	LWK	AFR	male	False	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:19317	60	Yr2	NA19317	single	single	LWK	AFR	male	False	1	strandseq	IGSR:HGSVC2:/working/20220119_Strandseq/fastq	20220119_Strandseq	PRJEB39750
SIN:19347	61	Yr2	NA19347	single	single	LWK	AFR	male	False	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19347	20220831_JAX_HiFi	PRJEB58376
SIN:19347	61	Yr2	NA19347	single	single	LWK	AFR	male	False	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:19347	61	Yr2	NA19347	single	single	LWK	AFR	male	False	1	strandseq	IGSR:HGSVC2:/working/20220302_Strandseq/fastq	20220302_Strandseq	PRJEB39750
SIN:03248	62	Yr2	HG03248	GB116	son	GWD	AFR	male	True	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG03248	20220831_JAX_HiFi	PRJEB58376
SIN:03248	62	Yr2	HG03248	GB116	son	GWD	AFR	male	True	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:03248	62	Yr2	HG03248	GB116	son	GWD	AFR	male	True	1	strandseq	IGSR:HGSVC2:/working/20210824_Strandseq/fastq	20210824_Strandseq	PRJEB39750
SIN:04036	63	Yr2	HG04036	ST116	daughter	STU	SAS	female	True	1	hifi	unknown	unknown	unknown
SIN:04036	63	Yr2	HG04036	ST116	daughter	STU	SAS	female	True	1	ont	unknown	unknown	unknown
SIN:04036	63	Yr2	HG04036	ST116	daughter	STU	SAS	female	True	1	strandseq	unknown	unknown	unknown
SIN:01457	64	Yr2	HG01457	CLM51	son	CLM	AMR	male	True	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/HG01457	20220831_JAX_HiFi	PRJEB58376
SIN:01457	64	Yr2	HG01457	CLM51	son	CLM	AMR	male	True	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:01457	64	Yr2	HG01457	CLM51	son	CLM	AMR	male	True	1	strandseq	IGSR:HGSVC2:/working/20220119_Strandseq/fastq	20220119_Strandseq	PRJEB39750
SIN:19384	65	Yr2	NA19384	single	single	LWK	AFR	male	False	1	hifi	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19384	20220831_JAX_HiFi	PRJEB58376
SIN:19384	65	Yr2	NA19384	single	single	LWK	AFR	male	False	1	ont	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled	20211013_ONT_Rebasecalled	PRJEB58376
SIN:19384	65	Yr2	NA19384	single	single	LWK	AFR	male	False	1	strandseq	IGSR:HGSVC2:/working/20220207_Strandseq/fastq	20220207_Strandseq	PRJEB39750
