# AUTOGEN TABLE - DO NOT EDIT
# 20230928T1537
# Samples in batch: 16
sample	read_type	source	statistic	value	rel_path	batch_number
HG00731	hifi	HG00731_20190925_EEE_m54329U_190531_175004.Q20.fastq.gz	total_length_grt_15kbp	10740325.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190531_175004.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190531_175004.Q20.fastq.gz	total_num_grt_0bp	2145564.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190531_175004.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190531_175004.Q20.fastq.gz	total_num_grt_15kbp	638.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190531_175004.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	6.9	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	0.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	length_N50_grt_0bp	10371.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	total_length_grt_0bp	20803296068.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	total_length_grt_15kbp	10395779.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	total_num_grt_0bp	2007819.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	total_num_grt_15kbp	610.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	6.7	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	0.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	length_N50_grt_0bp	10367.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	total_length_grt_0bp	20155799090.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	total_length_grt_15kbp	10478581.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	total_num_grt_0bp	1946139.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	total_num_grt_15kbp	620.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	6.7	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	5.1	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	length_N50_grt_0bp	16109.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	total_length_grt_0bp	20153687851.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	total_length_grt_15kbp	15340073094.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	total_num_grt_0bp	1249604.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	2
HG00731	hifi	HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	total_num_grt_15kbp	911475.0	20190925_PUR_PacBio_HiFi/HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	2
HG00731	hifi	all	cov_xfold_grt_0bp_at_3Gbp	76.1	full_dataset	2
HG00731	hifi	all	cov_xfold_grt_15kbp_at_3Gbp	43.6	full_dataset	2
HG00731	hifi	all	length_N50_grt_0bp	16095.0	full_dataset	2
HG00731	hifi	all	total_length_grt_0bp	228276217998.0	full_dataset	2
HG00731	hifi	all	total_length_grt_15kbp	130750493063.0	full_dataset	2
HG00731	hifi	all	total_num_grt_0bp	15867526.0	full_dataset	2
HG00731	hifi	all	total_num_grt_15kbp	6813940.0	full_dataset	2
HG00731	hifi	m64076_230401_105044-bc2051.hifi_reads.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	14.5	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230401_105044-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230401_105044-bc2051.hifi_reads.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	13.4	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230401_105044-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230401_105044-bc2051.hifi_reads.fastq.gz	length_N50_grt_0bp	19199.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230401_105044-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230401_105044-bc2051.hifi_reads.fastq.gz	total_length_grt_0bp	43483406857.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230401_105044-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230401_105044-bc2051.hifi_reads.fastq.gz	total_length_grt_15kbp	40295174813.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230401_105044-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230401_105044-bc2051.hifi_reads.fastq.gz	total_num_grt_0bp	2283099.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230401_105044-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230401_105044-bc2051.hifi_reads.fastq.gz	total_num_grt_15kbp	2055163.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230401_105044-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230402_200532-bc2051.hifi_reads.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	13.3	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230402_200532-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230402_200532-bc2051.hifi_reads.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	12.3	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230402_200532-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230402_200532-bc2051.hifi_reads.fastq.gz	length_N50_grt_0bp	19144.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230402_200532-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230402_200532-bc2051.hifi_reads.fastq.gz	total_length_grt_0bp	39963645699.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230402_200532-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230402_200532-bc2051.hifi_reads.fastq.gz	total_length_grt_15kbp	36968099204.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230402_200532-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230402_200532-bc2051.hifi_reads.fastq.gz	total_num_grt_0bp	2103813.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230402_200532-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230402_200532-bc2051.hifi_reads.fastq.gz	total_num_grt_15kbp	1889714.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230402_200532-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230404_051349-bc2051.hifi_reads.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	13.8	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230404_051349-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230404_051349-bc2051.hifi_reads.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	12.7	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230404_051349-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230404_051349-bc2051.hifi_reads.fastq.gz	length_N50_grt_0bp	19028.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230404_051349-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230404_051349-bc2051.hifi_reads.fastq.gz	total_length_grt_0bp	41415235641.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230404_051349-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230404_051349-bc2051.hifi_reads.fastq.gz	total_length_grt_15kbp	38107613032.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230404_051349-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230404_051349-bc2051.hifi_reads.fastq.gz	total_num_grt_0bp	2192214.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230404_051349-bc2051.hifi_reads.fastq.gz	2
HG00731	hifi	m64076_230404_051349-bc2051.hifi_reads.fastq.gz	total_num_grt_15kbp	1955253.0	20230703_HGSVC_EEE_HIFI/HG00731/m64076_230404_051349-bc2051.hifi_reads.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	9.2	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	5.4	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	122426.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	187724.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	27732221090.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	16333377967.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	519187.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	90429.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	6.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	3.8	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	138328.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	201431.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	17988955484.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	11483201809.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	299723.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	60396.0	20211013_ONT_Rebasecalled/HG00731/20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	16.5	20211013_ONT_Rebasecalled/HG00731/20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	10.9	20211013_ONT_Rebasecalled/HG00731/20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	149957.0	20211013_ONT_Rebasecalled/HG00731/20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	214270.0	20211013_ONT_Rebasecalled/HG00731/20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	49544043330.0	20211013_ONT_Rebasecalled/HG00731/20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	32612685966.0	20211013_ONT_Rebasecalled/HG00731/20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	892957.0	20211013_ONT_Rebasecalled/HG00731/20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	163638.0	20211013_ONT_Rebasecalled/HG00731/20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	4.9	20211013_ONT_Rebasecalled/HG00731/20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	2.8	20211013_ONT_Rebasecalled/HG00731/20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	118790.0	20211013_ONT_Rebasecalled/HG00731/20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	183587.0	20211013_ONT_Rebasecalled/HG00731/20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	14614573010.0	20211013_ONT_Rebasecalled/HG00731/20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	8451688673.0	20211013_ONT_Rebasecalled/HG00731/20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	238862.0	20211013_ONT_Rebasecalled/HG00731/20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	47554.0	20211013_ONT_Rebasecalled/HG00731/20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	24.6	20211013_ONT_Rebasecalled/HG00731/20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cov_xfold_grt_100kbp_at_3Gbp	14.5	20211013_ONT_Rebasecalled/HG00731/20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_0bp	122048.0	20211013_ONT_Rebasecalled/HG00731/20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	length_N50_grt_100kbp	185904.0	20211013_ONT_Rebasecalled/HG00731/20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_0bp	73858012624.0	20211013_ONT_Rebasecalled/HG00731/20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_length_grt_100kbp	43477457851.0	20211013_ONT_Rebasecalled/HG00731/20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_0bp	1368435.0	20211013_ONT_Rebasecalled/HG00731/20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	total_num_grt_100kbp	242309.0	20211013_ONT_Rebasecalled/HG00731/20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2
HG00731	ont	all	cov_xfold_grt_0bp_at_3Gbp	61.2	full_dataset	2
HG00731	ont	all	cov_xfold_grt_100kbp_at_3Gbp	37.5	full_dataset	2
HG00731	ont	all	length_N50_grt_0bp	129887.0	full_dataset	2
HG00731	ont	all	length_N50_grt_100kbp	195021.0	full_dataset	2
HG00731	ont	all	total_length_grt_0bp	183737805538.0	full_dataset	2
HG00731	ont	all	total_length_grt_100kbp	112358412266.0	full_dataset	2
HG00731	ont	all	total_num_grt_0bp	3319164.0	full_dataset	2
HG00731	ont	all	total_num_grt_100kbp	604326.0	full_dataset	2
HG01596	hifi	JAX_HiFi_HG01596_m64039_220216_202046.fastq.gz	cov_xfold_grt_0bp_at_3Gbp	12.6	20220831_JAX_HiFi/HG01596/m64039_220216_202046/JAX_HiFi_HG01596_m64039_220216_202046.fastq.gz	2
HG01596	hifi	JAX_HiFi_HG01596_m64039_220216_202046.fastq.gz	cov_xfold_grt_15kbp_at_3Gbp	6.6	20220831_JAX_HiFi/HG01596/m64039_220216_202046/JAX_HiFi_HG01596_m64039_220216_202046.fastq.gz	2
HG01596	hifi	JAX_HiFi_HG01596_m64039_220216_202046.fastq.gz	length_N50_grt_0bp	15317.0	20220831_JAX_HiFi/HG01596/m64039_220216_202046/JAX_HiFi_HG01596_m64039_220216_202046.fastq.gz	2
