# 20240201T1231
# SOURCE PREFIX PATHS
# IGSR:HGSVC2: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC2'
# IGSR:HGSVC3: 'ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/HGSVC3'
# AWS:HPRC: 's3-us-west-2.amazonaws.com/human-pangenomics/index.html?prefix='
# TMP:HHU:GLOBUS:UUID:5f441149-3339-4c4b-be1b-64c87d62a1e2
# Total HGSVC3 samples: 65
# Verkko batch 1: 38 samples
# Verkko batch 2: 15 samples
# Verkko batch 3: 12 samples
SIN	hgsvc_sample_number	sample	phase	verkko_assembly_batch	population	supergroup	family	member	sex	is_child	datatype	filename	remote_path	accession	igsr_folder_exists	igsr_file_exists	cov_xfold_grt_0bp_at_3Gbp	total_length_grt_0bp	total_num_grt_0bp	length_N50_grt_0bp	length_auN_grt_0bp	cov_xfold_grt_100kbp_at_3Gbp	total_num_grt_100kbp	length_N50_grt_100kbp	length_auN_grt_100kbp	total_num_grt_1Mbp
SIN:19238	1	NA19238	Yr1	3	YRI	AFR	Y117	mother	female	False	hifi	NA19238_20191205_CLEE_m54336U_191015_222230.ccs.fastq.gz	IGSR:HGSVC2:/working/20191205_YRI_PacBio_NA19238_HIFI	unknown	yes	yes	3.8	11262646717	723716	15741	15776	0.0	0	0	0	0
SIN:19238	1	NA19238	Yr1	3	YRI	AFR	Y117	mother	female	False	ont	all	unknown	unknown	no	no	55.2	165659410510	1931849	161673	193811	39.4	595929	212688	247823	44
SIN:19238	1	NA19238	Yr1	3	YRI	AFR	Y117	mother	female	False	ont	20230518_GM19238_UL_eee-prom1-1C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19238	unknown	yes	yes	4.9	14822191130	189069	132334	155302	3.2	54040	182305	208411	0
SIN:19238	1	NA19238	Yr1	3	YRI	AFR	Y117	mother	female	False	ont	20230516_GM19238_UL_eee-prom1-3C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19238	unknown	yes	yes	11.2	33636338951	385700	155716	184187	7.9	122751	205033	236561	3
SIN:19238	1	NA19238	Yr1	3	YRI	AFR	Y117	mother	female	False	ont	20230509_GM19238_UL_eee-prom1-2H-PAO54690_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19238	unknown	yes	yes	12.4	37054332117	425841	166807	198609	9.0	133216	217737	251790	12
SIN:19238	1	NA19238	Yr1	3	YRI	AFR	Y117	mother	female	False	ont	20230509_GM19238_UL_eee-prom1-2G-PAO54700_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19238	unknown	yes	yes	12.9	38849937613	452360	174222	208380	9.6	138435	224913	261944	17
SIN:19238	1	NA19238	Yr1	3	YRI	AFR	Y117	mother	female	False	ont	20230509_GM19238_UL_eee-prom1-2F-PAO54661_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19238	unknown	yes	yes	13.8	41296610699	478879	163961	197462	9.9	147487	215388	252249	12
SIN:19238	1	NA19238	Yr1	3	YRI	AFR	Y117	mother	female	False	strandseq	unknown	unknown	unknown	unknown	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	m84046_240110_194223_s4.hifi_reads.bc2015.fastq.gz	IGSR:HGSVC3:/working/20240117_UW_HiFi/NA19239	unknown	yes	no	39.1	117313082354	5178595	23198	24061	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	all	unknown	unknown	no	no	66.1	198384164294	10960669	18670	20118	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	NA19239_20191205_CLEE_m64039_190917_025247.ccs.fastq.gz	IGSR:HGSVC2:/working/20191205_YRI_PacBio_NA19239_HIFI	PRJEB58376	yes	yes	2.9	8587655408	714831	12039	12086	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	NA19239_20191205_CLEE_m64039_190915_204135.ccs.fastq.gz	IGSR:HGSVC2:/working/20191205_YRI_PacBio_NA19239_HIFI	PRJEB58376	yes	yes	2.1	6216854155	517170	12049	12095	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	NA19239_20191205_CLEE_m64039_190911_201425.ccs.fastq.gz	IGSR:HGSVC2:/working/20191205_YRI_PacBio_NA19239_HIFI	PRJEB58376	yes	yes	3.4	10290895343	880841	11710	11725	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	NA19239_20191205_CLEE_m64039_190910_140737.ccs.fastq.gz	IGSR:HGSVC2:/working/20191205_YRI_PacBio_NA19239_HIFI	PRJEB58376	yes	yes	3.2	9488845298	671638	14134	14227	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	NA19239_20191205_CLEE_m64039_190823_190750.ccs.fastq.gz	IGSR:HGSVC2:/working/20191205_YRI_PacBio_NA19239_HIFI	PRJEB58376	yes	yes	6.4	19118505988	1350773	14149	14242	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	NA19239_20191205_CLEE_m54336U_191007_123158.ccs.fastq.gz	IGSR:HGSVC2:/working/20191205_YRI_PacBio_NA19239_HIFI	PRJEB58376	yes	yes	1.9	5603146805	335706	16860	16929	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	hifi	NA19239_20191205_CLEE_m54336U_191005_142313.ccs.fastq.gz	IGSR:HGSVC2:/working/20191205_YRI_PacBio_NA19239_HIFI	PRJEB58376	yes	yes	7.3	21765178943	1311115	16766	16843	0.0	0	0	0	0
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	ont	all	unknown	unknown	no	no	42.5	127424817644	1664402	157992	181733	30.0	465107	206199	233664	7
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	ont	20220517_220511_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/NA19239	PRJEB58376	yes	yes	12.4	37254984650	468333	157657	179214	8.8	138468	203417	228627	1
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	ont	20220515_220510_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/NA19239	PRJEB58376	yes	yes	6.9	20653287556	308430	151348	174139	4.7	73857	203365	229389	1
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	ont	20220510_220504_21-lee-006_PC24B149_3F_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/NA19239	PRJEB58376	yes	yes	23.2	69516545438	887639	160238	185340	16.5	252782	208533	237586	5
SIN:19239	2	NA19239	Yr1	3	YRI	YRI	Y117	father	male	False	strandseq	unknown	unknown	PRJEB12849	unknown	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	m84046_231117_203108_s3.hifi_reads.bc2078.fastq.gz	IGSR:HGSVC3:/working/20231126_UW_HiFi/NA19240	unknown	yes	no	2.3	6894380404	295385	23662	24837	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	m84046_231113_224421_s1.hifi_reads.bc2078.fastq.gz	IGSR:HGSVC3:/working/20231126_UW_HiFi/NA19240	unknown	yes	no	1.0	2981216520	130589	23114	24185	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	m84046_231007_214225_s2.hifi_reads.bc2078.fastq.gz	IGSR:HGSVC3:/working/20231126_UW_HiFi/NA19240	unknown	yes	no	30.8	92328406822	3814050	24706	25812	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	m64119e_230619_151314.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19240	unknown	yes	no	10.1	30308213717	1768020	17654	18178	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	m64119e_230611_140644.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19240	unknown	yes	no	12.1	36190427769	2087909	17869	18336	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	m64119e_230520_160121.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20220831_JAX_HiFi/NA19240	unknown	yes	no	13.8	41294142931	2393298	17791	18316	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	all	unknown	unknown	no	no	94.7	284032326798	16155063	18172	19639	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	NA19240_20191002_CLEE_m64039_190930_063309.ccs.fastq.gz	IGSR:HGSVC2:/working/20191005_YRI_PacBio_NA19240_HiFi	unknown	yes	yes	2.6	7709662873	636216	12149	12183	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	NA19240_20191002_CLEE_m64039_190922_223056.ccs.fastq.gz	IGSR:HGSVC2:/working/20191005_YRI_PacBio_NA19240_HiFi	unknown	yes	yes	2.8	8464613929	546025	15515	15665	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	NA19240_20191002_CLEE_m54336U_190829_230546.ccs.fastq.gz	IGSR:HGSVC2:/working/20191005_YRI_PacBio_NA19240_HiFi	unknown	yes	yes	5.1	15210091498	1172276	13090	13086	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	NA19240_20191002_CLEE_m54336U_190828_075428.ccs.fastq.gz	IGSR:HGSVC2:/working/20191005_YRI_PacBio_NA19240_HiFi	unknown	yes	yes	7.5	22390597664	1725800	13089	13086	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	hifi	NA19240_20191002_CLEE_m54336U_190827_013439.ccs.fastq.gz	IGSR:HGSVC2:/working/20191005_YRI_PacBio_NA19240_HiFi	unknown	yes	yes	6.8	20260572671	1585495	12991	12943	0.0	0	0	0	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	all	unknown	unknown	no	no	63.3	190033647199	3240832	138933	172269	40.9	645284	200063	236360	68
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230414_GM19240_UL_eee-prom1-2C-PAK90224_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	5.1	15194315878	235141	141586	166423	3.4	55917	190180	219379	1
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230413_GM19240_UL_eee-prom1-2E-PAM01184_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	12.5	37486888967	495160	159493	186847	9.0	140587	204170	235631	5
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230412_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	0.7	2206966141	29956	153387	185086	0.5	7851	206660	241672	0
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230411_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	1.8	5484155815	121685	137719	178726	1.1	17186	212941	255452	2
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230406_GM19240_UL_eee-prom1-2H-PAK98241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	8.2	24462803996	444257	128966	162939	5.0	80410	195325	230808	4
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230406_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	5.8	17500856113	372053	117120	150710	3.3	54839	188026	224134	4
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230405_GM19240_UL_eee-prom1-2G-PAK68964_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	11.4	34184939373	551383	141215	171704	7.5	118160	199852	232625	6
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230405_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	5.4	16122247659	289987	132377	168401	3.3	52906	199289	237146	7
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230328_GM19240_UL_eee-prom1-2H-PAK84678_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	4.3	12837485604	240521	124175	158229	2.6	41617	190790	228452	7
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	ont	20230328_GM19240_UL_eee-prom1-2G-PAK58474_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20230706_HGSVC_EEE_UL_ONT/GM19240	unknown	yes	yes	8.2	24552987653	460689	138065	186365	5.1	75811	217959	266366	32
SIN:19240	3	NA19240	Yr1	3	YRI	AFR	Y117	daughter	female	True	strandseq	unknown	unknown	unknown	unknown	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	m64076_230404_051349-bc2051.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20230703_HGSVC_EEE_HIFI/HG00731	unknown	yes	no	13.8	41415235641	2192214	19028	19534	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	m64076_230402_200532-bc2051.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20230703_HGSVC_EEE_HIFI/HG00731	unknown	yes	no	13.3	39963645699	2103813	19144	19636	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	m64076_230401_105044-bc2051.hifi_reads.fastq.gz	IGSR:HGSVC3:/working/20230703_HGSVC_EEE_HIFI/HG00731	unknown	yes	no	14.5	43483406857	2283099	19199	19694	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	all	unknown	unknown	no	no	76.1	228276217998	15867526	16095	15963	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	HG00731_20190925_EEE_m54329U_190906_205127.Q20.fastq.gz	IGSR:HGSVC2:/working/20190925_PUR_PacBio_HiFi	PRJEB58376	yes	yes	6.7	20153687851	1249604	16109	16305	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	HG00731_20190925_EEE_m54329U_190606_045526.Q20.fastq.gz	IGSR:HGSVC2:/working/20190925_PUR_PacBio_HiFi	PRJEB58376	yes	yes	6.7	20155799090	1946139	10367	10393	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	HG00731_20190925_EEE_m54329U_190601_235636.Q20.fastq.gz	IGSR:HGSVC2:/working/20190925_PUR_PacBio_HiFi	PRJEB58376	yes	yes	6.9	20803296068	2007819	10371	10397	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	HG00731_20190925_EEE_m54329U_190531_175004.Q20.fastq.gz	IGSR:HGSVC2:/working/20190925_PUR_PacBio_HiFi	PRJEB58376	yes	yes	7.4	22243710769	2145564	10378	10403	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	hifi	HG00731_20190925_EEE_m54329U_190528_231241.Q20.fastq.gz	IGSR:HGSVC2:/working/20190925_PUR_PacBio_HiFi	PRJEB58376	yes	yes	6.7	20057436023	1939274	10352	10379	0.0	0	0	0	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	ont	all	unknown	unknown	no	no	61.2	183737805538	3319164	129887	158830	37.5	604326	195021	225856	10
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	ont	20230801_230726_23-lee-007_PCA100115_3D-run18_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG00731	PRJEB58376	yes	yes	24.6	73858012624	1368435	122048	148680	14.5	242309	185904	214811	3
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	ont	20220511_220506_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG00731	PRJEB58376	yes	yes	4.9	14614573010	238862	118790	146449	2.8	47554	183587	213126	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	ont	20220510_220505_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG00731	PRJEB58376	yes	yes	16.5	49544043330	892957	149957	179162	10.9	163638	214270	245845	6
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	ont	20220510_220504_21-lee-006_PC24B149_3C_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG00731	PRJEB58376	yes	yes	6.0	17988955484	299723	138328	168189	3.8	60396	201431	232659	0
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	ont	20220510_220504_21-lee-006_PC24B149_1D_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	IGSR:HGSVC3:/working/20211013_ONT_Rebasecalled/HG00731	PRJEB58376	yes	yes	9.2	27732221090	519187	122426	149995	5.4	90429	187724	217149	1
SIN:00731	4	HG00731	Yr1	2	PUR	AMR	PR05	father	male	False	strandseq	unknown	unknown	PRJEB12849	unknown	unknown	0.0	0	0	0	0	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	m84046_231117_203108_s3.hifi_reads.bc2033.fastq.gz	IGSR:HGSVC3:/working/20231126_UW_HiFi/HG00732	unknown	yes	no	30.8	92338549552	4655294	20107	21105	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	m84046_231113_224421_s1.hifi_reads.bc2033.fastq.gz	IGSR:HGSVC3:/working/20231126_UW_HiFi/HG00732	unknown	yes	no	17.1	51345093839	2632943	19733	20698	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	all	unknown	unknown	no	no	94.1	282156294887	16571470	19650	19351	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	HG00732_20200722_EEE_m64076_200603_055852.ccs.fastq.gz	IGSR:HGSVC2:/working/20200722_PUR_PacBio_HG00732_HiFi	unknown	yes	no	7.4	22123656631	955105	23124	23790	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	HG00732_20200722_EEE_m64076_200601_234627.ccs.fastq.gz	IGSR:HGSVC2:/working/20200722_PUR_PacBio_HG00732_HiFi	unknown	yes	no	8.9	26672257665	1175891	22646	23270	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	HG00732_20200722_EEE_m54329U_200528_200534.ccs.fastq.gz	IGSR:HGSVC2:/working/20200722_PUR_PacBio_HG00732_HiFi	unknown	yes	no	9.1	27398751242	1195369	22875	23535	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	HG00732_20190925_EEE_m54329U_190705_000551.Q20.fastq.gz	IGSR:HGSVC2:/working/20190925_PUR_PacBio_HiFi	unknown	yes	yes	3.8	11431803870	938937	12197	12228	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	HG00732_20190925_EEE_m54329U_190612_193411.Q20.fastq.gz	IGSR:HGSVC2:/working/20190925_PUR_PacBio_HiFi	unknown	yes	yes	2.3	7007704227	691584	10150	10161	0.0	0	0	0	0
SIN:00732	5	HG00732	Yr1	3	PUR	AMR	PR05	mother	female	False	hifi	HG00732_20190925_EEE_m54329U_190611_132246.Q20.fastq.gz	IGSR:HGSVC2:/working/20190925_PUR_PacBio_HiFi	unknown	yes	yes	3.0	9083662424	896218	10153	10164	0.0	0	0	0	0
