study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	instrument_platform	instrument_model	library_name	library_strategy	read_count	base_count	center_name	experiment_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957234	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	1824835177	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EE_83_H02_1	1581594019	27816c9903d8f3b9f6097eeb007d9190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957234/SRR5957234_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957235	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	2690836498	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EG_84_A01_1	2330848429	b866d32f7854deb5009d7fe351ad9d19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957235/SRR5957235_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957242	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	1722934436	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EG_84_D02_1	1478896439	4a8f34ba706d8bfa8f2ddeb21dfcbe18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957242/SRR5957242_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957249	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	1922544533	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EG_84_H01_1	1658088976	77cae23bbab0f2fb43c8071c7cda2ccf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5957249/SRR5957249_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957256	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	1243147338	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EJ_85_C02_1	1056859016	329051284d94a9da79868a585ba0bf6e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957256/SRR5957256_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957261	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	1848564258	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EJ_85_F01_1	1567095669	30978550f86cc7b29aeecae54e968351	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957261/SRR5957261_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957265	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	1480574384	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EJ_85_H01_1	1272184230	d5cf37c1bf24e511ab26baaffeddc767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957265/SRR5957265_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957266	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	1598053850	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EJ_85_H02_1	1372992154	2bb984580591a5127462f26635781dcd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957266/SRR5957266_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115512	SRR5957271	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib3	WGS	163482	2730955124	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib3	6U00EM_1029_E02_1	2372001106	9d33f167c04405de67021b6445192a89	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957271/SRR5957271_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957274	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	2514923508	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00E7_1022_A01_1	2176101415	ec55402afe18fe46a8f0d3d8e6a2c57f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957274/SRR5957274_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957276	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	2733359476	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00E7_1022_C01_1	2375194438	d6f3bd91c6713a43a29af7558b421000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5957276/SRR5957276_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957280	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	1886557323	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00E7_1022_G01_1	1638548169	1e6c19ae6f88a12d3ce09a6a9c8fd1f3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957280/SRR5957280_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957281	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	2413236336	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00E7_1022_H01_1	2101312226	da0c49a2132cc632de31fb31b2a33a3a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957281/SRR5957281_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957283	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	4543580109	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00EC_82_B01_1	3899747714	37ebf65eeb80cbe911af9525e4b4c8c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5957283/SRR5957283_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957284	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	4293071819	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00EC_82_C01_1	3652419555	49a9b5ebeaa7466a57a2f1932f4c2130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957284/SRR5957284_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957288	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	3515756419	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00EC_82_G01_1	3037824335	79029843ad9c9ee8077b65e9f9b714a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5957288/SRR5957288_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957292	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	2093001191	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00ED_1024_C01_1	1807816826	5512890fabc628b62b95b108a69d9616	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5957292/SRR5957292_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957294	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	1976261548	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00ED_1024_E01_1	1692497697	1d06c7ef9f48e4b636b0b9f524bca196	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957294/SRR5957294_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957300	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	1790113650	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00EE_83_C01_1	1529719148	86dbcb9981dc95e42f3315a209d3905e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5957300/SRR5957300_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115513	SRR5957301	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib4	WGS	163482	1858906864	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib4	6U00EE_83_D01_1	1588764600	43f094916f397c1f3aae60df9282a099	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5957301/SRR5957301_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115514	SRR5957314	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib9	WGS	163482	2526524832	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib9	6U00GD_1067_A01_1	2182161104	d90c02c34cfdd51cfecd087e1a1ee7ff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5957314/SRR5957314_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA339722	SAMN05603745	SRS2205766	SRX3115514	SRR5957315	9606	PACBIO_SMRT	PacBio RS II	H_IJ-HG02818-HG02818_1-lib9	WGS	163482	2699418611	WUGSC	PacBio RS II sequencing	PRJNA339722	H_IJ-HG02818-HG02818_1-lib9	6U00GD_1067_B01_1	2284411763	5d7cd7d65fad1eaf8497e7f4b1e622af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5957315/SRR5957315_subreads.fastq.gz		Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
