study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	instrument_platform	instrument_model	library_name	library_strategy	read_count	base_count	center_name	experiment_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJNA731524	SAMN03283347	SRS817069	SRX20248993	SRR24462133	9606	OXFORD_NANOPORE	PromethION	GM24385_2	WGS	3125449	61430142640	SUB13301154	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	GM24385_2	GM24385_2_Guppy_5.0.7_prom_sup_pass.fastq.gz	52400941895	01c80786511320f2a93df726da4c3163	ftp.sra.ebi.ac.uk/vol1/fastq/SRR244/033/SRR24462133/SRR24462133_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14491041	SRR18355743	9606	PACBIO_SMRT	Sequel II	HG002_lib1	WGS	2174835	39797443022	SUB11195992	Sequel II sequencing: PacBio HiFi sequencing of HG002	PRJNA731524	HG002_lib1	m64043_210311_174418.hifi_reads.bam	32476740168	a0fd794bd9178f358a552f486058c20d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/043/SRR18355743/SRR18355743_subreads.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14491040	SRR18355744	9606	PACBIO_SMRT	Sequel II	HG002_lib2	WGS	1553989	29070921745	SUB11195992	Sequel II sequencing: PacBio HiFi sequencing of HG002	PRJNA731524	HG002_lib2	m64043_210313_013127.hifi_reads.bam	26320321849	32afa674153edcdcd7b0bf2f77964c7a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/044/SRR18355744/SRR18355744_subreads.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14493538	SRR18358816	9606	PACBIO_SMRT	Sequel II	HG002_PB2	WGS	1564793	29407209333	SUB11197638	Sequel II sequencing: PacBio HiFi sequencing of HG002	PRJNA731524	HG002_PB2	m64076_210310_104300.hifi_reads.bam	24853445182	3d69bc6d73c0d3fb9b1d9aa8a7e820fd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/016/SRR18358816/SRR18358816_subreads.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498315	SRR18363740	9606	OXFORD_NANOPORE	PromethION	12_16_19_R941_GM24385_13	WGS	2826296	65448224146	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_16_19_R941_GM24385_13	12_16_19_R941_GM24385_13_Guppy_4.2.2_prom.fastq.gz	63321654355	00fa61dc30961ac7b97033af1b72ecaa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/040/SRR18363740/SRR18363740_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498312	SRR18363743	9606	OXFORD_NANOPORE	PromethION	12_16_19_R941_GM24385_10	WGS	2317058	60892061021	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_16_19_R941_GM24385_10	12_16_19_R941_GM24385_10_Guppy_4.2.2_prom.fastq.gz	59380154749	ab4eb1d2a8cd6703e99c35c18a72500e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/043/SRR18363743/SRR18363743_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498311	SRR18363744	9606	OXFORD_NANOPORE	PromethION	12_09_19_R941_GM24385_8	WGS	2996582	69267093520	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_09_19_R941_GM24385_8	12_09_19_R941_GM24385_8_Guppy_4.2.2_prom.fastq.gz	68080548061	38b699e95db83777f76ac8ba14e15ca9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/044/SRR18363744/SRR18363744_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498309	SRR18363746	9606	OXFORD_NANOPORE	PromethION	GM24385_4	WGS	1748612	33391414018	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	GM24385_4	GM24385_4_Guppy_4.2.2_prom.fastq.gz	32599788110	12bc439c56c3baa2baddaa6a4f270758	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/046/SRR18363746/SRR18363746_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498304	SRR18363751	9606	OXFORD_NANOPORE	PromethION	12_19_19_R941_GM24385_22	WGS	1767682	48294321719	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_19_19_R941_GM24385_22	12_19_19_R941_GM24385_22_Guppy_4.2.2_prom.fastq.gz	46918794062	035cdb3f07f760c3e278a41475aadc34	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/051/SRR18363751/SRR18363751_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498302	SRR18363753	9606	OXFORD_NANOPORE	PromethION	12_19_19_R941_GM24385_20	WGS	2012691	60589462894	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_19_19_R941_GM24385_20	12_19_19_R941_GM24385_20_Guppy_4.2.2_prom.fastq.gz	58988643456	f761699f99fea1b940122f0100a3e916	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/053/SRR18363753/SRR18363753_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498300	SRR18363755	9606	OXFORD_NANOPORE	PromethION	12_19_19_R941_GM24385_18	WGS	1633315	43401906044	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_19_19_R941_GM24385_18	12_19_19_R941_GM24385_18_Guppy_4.2.2_prom.fastq.gz	42323625955	17454186a05cdbe60161211164f83144	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/055/SRR18363755/SRR18363755_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904608	SRR28295758	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_9	WGS	396607	10354434582	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_9	11_15_22_R1041_Duplex_HG002_9_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	9204720811	d7b5851bdec74b89986b9d81710bf2c7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/058/SRR28295758/SRR28295758_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904607	SRR28295759	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_8	WGS	408341	10812920524	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_8	11_15_22_R1041_Duplex_HG002_8_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	9613455993	c836a87d084deef682f9fcdf4b4f1e7b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/059/SRR28295759/SRR28295759_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904604	SRR28295762	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_5	WGS	435098	11470984139	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_5	11_15_22_R1041_Duplex_HG002_5_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	10212642651	6dad1178f12d7ce7d03d097fb7eedb7d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/062/SRR28295762/SRR28295762_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904599	SRR28295767	9606	OXFORD_NANOPORE	PromethION	1_3_23_R1041_Duplex_HG002_1	WGS	375318	9649536035	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	1_3_23_R1041_Duplex_HG002_1	1_3_23_R1041_Duplex_HG002_1_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	8563703493	b2a02eb5bc802f94e6566d84cc795272	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/067/SRR28295767/SRR28295767_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN05603745	SRS2205766	SRX10954036	SRR14611216	9606	PACBIO_SMRT	Sequel II	HG02818_lib4	WGS	846699	14984547705	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG02818	PRJNA731524	HG02818_lib4	m64043_200318_040100.ccs.bam	12690539099	4d53aa233de9e0cea8733060512961f0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR146/016/SRR14611216/SRR14611216.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611216/m64043_200318_040100.ccs.bam	Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA731524	SAMN05603745	SRS2205766	SRX10954034	SRR14611218	9606	PACBIO_SMRT	Sequel II	HG02818_lib2	WGS	1516910	25473502630	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG02818	PRJNA731524	HG02818_lib2	m64043_200314_004623.ccs.bam	21589382714	db1ff1295cc250aac11a53f549ab2963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR146/018/SRR14611218/SRR14611218.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611218/m64043_200314_004623.ccs.bam	Human sample HG02818 from Homo sapiens	Human sample HG02818 from Homo sapiens
PRJNA731524	SAMN03283347	SRS817069	SRX23904596	SRR28295770	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_2	WGS	131461	3366741519	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_2	11_15_22_R1041_Duplex_HG002_2_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	2988942090	5edaca9c02f59496662f256363053b47	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/070/SRR28295770/SRR28295770_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX23904595	SRR28295771	9606	OXFORD_NANOPORE	PromethION	11_15_22_R1041_Duplex_HG002_1	WGS	383898	10261337818	SUB14305115	PromethION sequencing: Oxford Nanopore Duplex sequencing of HG002	PRJNA731524	11_15_22_R1041_Duplex_HG002_1	11_15_22_R1041_Duplex_HG002_1_Dorado_v0.1.1_400bps_sup_stereo_duplex.bam	9112256720	e4b6ccbd19e5a6ea4d4426a291fc1630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/071/SRR28295771/SRR28295771_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN13958364	SRS6180171	SRX10954032	SRR14611220	9606	PACBIO_SMRT	Sequel II	HG02723_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG02723	PRJNA731524	HG02723_lib1	m64043_191221_024136.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611220/m64043_191221_024136.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611220/m64043_191223_180311.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611220/m64043_191225_001554.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611220/m64043_191226_064057.ccs.bam	Human Sample HG02723 from Homo sapiens	Human sample from Homo sapiens HG02723
PRJNA731524	SAMN13961514	SRS6179888	SRX10954031	SRR14611221	9606	PACBIO_SMRT	Sequel II	HG02145_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG02145	PRJNA731524	HG02145_lib1	m64043_200924_175630.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611221/m64043_200924_175630.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611221/m64043_200928_195132.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611221/m64043_200930_020605.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611221/m64136_201019_093412.ccs.bam	Human Sample HG02145 from Homo Sapiens	Human sample from Homo sapiens HG02145
PRJNA731524	SAMN13958415	SRS6179887	SRX10954030	SRR14611222	9606	PACBIO_SMRT	Sequel II	HG02109_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG02109	PRJNA731524	HG02109_lib1	m64136_200924_175741.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611222/m64136_200924_175741.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611222/m64136_200928_195239.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611222/m64136_200930_020708.ccs.bam	Human Sample HG02109 from Homo Sapiens	Human sample from Homo sapiens HG02109
PRJNA731524	SAMN13957942	SRS6180183	SRX10954025	SRR14611227	9606	PACBIO_SMRT	Sequel II	HG02080_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG02080	PRJNA731524	HG02080_lib1	m64043_200904_190723.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611227/m64043_200904_190723.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611227/m64043_200906_012211.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611227/m64043_200907_074948.ccs.bam	Human Sample HG02080 from Homo Sapiens	Human sample from Homo sapiens HG02080
PRJNA731524	SAMN11307786	SRS5097355	SRX10954024	SRR14611228	9606	PACBIO_SMRT	Sequel II	NA20300_lib2	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of NA20300	PRJNA731524	NA20300_lib2	m64043_191127_131025.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611228/m64043_191127_131025.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611228/m64043_191128_193532.ccs.bam	Human sample NA20300 from Homo Sapiens	Human sample from Homo Sapiens of NA20300 African in Southwest USA
PRJNA731524	SAMN03838746	SRS988474	SRX10954021	SRR14611231	9606	PACBIO_SMRT	Sequel II	NA19240_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of NA19240	PRJNA731524	NA19240_lib1	m64043_200128_181438.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611231/m64043_200128_181438.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611231/m64043_200130_175216.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611231/m64043_200201_000449.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611231/m64043_200202_062937.ccs.bam	NA19240	Human sample NA19240 from Homo sapiens
PRJNA731524	SAMN13207596	SRS5615881	SRX10954020	SRR14611232	9606	PACBIO_SMRT	Sequel II	NA19030_lib1	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of NA19030	PRJNA731524	NA19030_lib1	m64136_200608_190329.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611232/m64136_200608_190329.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611232/m64136_200610_011635.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611232/m64136_200611_074225.ccs.bam	Human Sample NA19030 from Homo Sapiens	Human sample NA19030 from Homo sapiens
PRJNA731524	SAMN11308414	SRS5098538	SRX10954016	SRR14611236	9606	PACBIO_SMRT	Sequel II	HG02970_lib2	WGS	0	0	SUB9694575	Sequel II sequencing: PacBio HiFi sequencing of HG02970	PRJNA731524	HG02970_lib2	m64043_200306_190054.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611236/m64043_200306_190054.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611236/m64043_200310_162218.ccs.bam;ftp.sra.ebi.ac.uk/vol1/run/SRR146/SRR14611236/m64043_200312_183358.ccs.bam	Human sample HG02970 from Homo Sapiens	Human sample from Homo sapiens HG02970
PRJNA731524	SAMN03283347	SRS817069	SRX10073619	SRR13684284	9606	PACBIO_SMRT	Sequel II	NA24385_HG002.f4.f3	WGS	0	0	SUB8323615	Sequel II sequencing: PacBio HiFi sequencing of HG002	PRJNA731524	NA24385_HG002.f4.f3	m64076_201013_225902.ccs.bam				ftp.sra.ebi.ac.uk/vol1/run/SRR136/SRR13684284/m64076_201013_225902.ccs.bam.1;ftp.sra.ebi.ac.uk/vol1/run/SRR136/SRR13684284/m64076_201016_191536.ccs.bam.1	NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14493537	SRR18358817	9606	PACBIO_SMRT	Sequel II	HG002_UW	WGS	1482472	25429174576	SUB11197638	Sequel II sequencing: PacBio HiFi sequencing of HG002	PRJNA731524	HG002_UW	m64076_210309_014547.hifi_reads.bam	22425104268	5358b61f03f0afd70038872a4f1473be	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/017/SRR18358817/SRR18358817_subreads.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14495331	SRR18360739	9606	PACBIO_SMRT	Sequel II	NA24385_HG002.f3	WGS	1238949	22838743498	SUB11197650	Sequel II sequencing: PacBio HiFi sequencing of HG002	PRJNA731524	NA24385_HG002.f3	m54329U_201103_231616.ccs.bam	19397088468	03ec0518eb45e86becb7978a63490cc8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/039/SRR18360739/SRR18360739_subreads.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498316	SRR18363739	9606	OXFORD_NANOPORE	PromethION	12_16_19_R941_GM24385_14	WGS	4010594	84138454975	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_16_19_R941_GM24385_14	12_16_19_R941_GM24385_14_Guppy_4.2.2_prom.fastq.gz	82489003843	0e0a1ac4333db76846d980bd5d4c2ff9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/039/SRR18363739/SRR18363739_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498314	SRR18363741	9606	OXFORD_NANOPORE	PromethION	12_16_19_R941_GM24385_12	WGS	2718847	72009327414	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_16_19_R941_GM24385_12	12_16_19_R941_GM24385_12_Guppy_4.2.2_prom.fastq.gz	70361125339	424fd4e9eecfc7f79fcab05a9e51cdeb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/041/SRR18363741/SRR18363741_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498313	SRR18363742	9606	OXFORD_NANOPORE	PromethION	12_16_19_R941_GM24385_11	WGS	3298275	72960976730	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	12_16_19_R941_GM24385_11	12_16_19_R941_GM24385_11_Guppy_4.2.2_prom.fastq.gz	71661111883	b32aa4965a78640848cc04696262fd19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/042/SRR18363742/SRR18363742_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
PRJNA731524	SAMN03283347	SRS817069	SRX14498310	SRR18363745	9606	OXFORD_NANOPORE	PromethION	GM24385_5	WGS	2336165	42595100431	SUB11195766	PromethION sequencing: Oxford Nanopore sequencing of HG002	PRJNA731524	GM24385_5	GM24385_5_Guppy_4.2.2_prom.fastq.gz	41113513294	84d30822710d5d5775a1ccbfb362c1b9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR183/045/SRR18363745/SRR18363745_1.fastq.gz		NIST HG002 NA24385	NIST HG002 NA24385
