runId	run_alias	instrumentModel	firstCreated	firstPublic	releaseStatus	submissionAccountId	studyId	experimentId	sampleId	sample_alias	project_accession	library_name	library_source	library_selection	library_strategy	library_layout	file_name	file_md5	fileFormat	bytes	checksumMethod	checksum	archiveStatus
ERR13492021	ena-RUN-TAB-12-08-2024-22:32:26:825-184263	PromethION	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862288	ERS20573528	NA21487	PRJEB77558	NA21487_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM21487_20211019_UL_eee-prom1-3D-PAI04403_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	03d5aa8cacb0b2434df89723619e3223	FASTQ	72213	MD5	03d5aa8cacb0b2434df89723619e3223	File archived
ERR13492020	ena-RUN-TAB-12-08-2024-22:32:26:824-184261	PromethION	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862287	ERS20573528	NA21487	PRJEB77558	NA21487_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM21487_20210928_UL_eee-prom1-3B-PAH32438_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	9cb1d9ba4a94c6798511f44ec6685f22	FASTQ	45821958	MD5	9cb1d9ba4a94c6798511f44ec6685f22	File archived
ERR13492019	ena-RUN-TAB-12-08-2024-22:32:26:823-184259	PromethION	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862286	ERS20573528	NA21487	PRJEB77558	NA21487_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20220308_GM21487_UL_eee-prom1-3E-PAJ09752_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	d7a9b658f88596ab92941c9ee11646cb	FASTQ	27282287891	MD5	d7a9b658f88596ab92941c9ee11646cb	File archived
ERR13492018	ena-RUN-TAB-12-08-2024-22:32:26:823-184257	PromethION	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862285	ERS20573528	NA21487	PRJEB77558	NA21487_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20220215_GM21487_UL_eee-prom1-1H-PAJ09274_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1ea8da9ad0e32034ec077a666647bf28	FASTQ	32757271881	MD5	1ea8da9ad0e32034ec077a666647bf28	File archived
ERR13492017	ena-RUN-TAB-12-08-2024-22:32:26:822-184255	Sequel II	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862284	ERS20573528	NA21487	PRJEB77558	NA21487_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_210409_201438.hifi_reads.fastq.gz	108d155b3608fa074eb821ec71a1430d	FASTQ	24145048960	MD5	108d155b3608fa074eb821ec71a1430d	File archived
ERR13492016	ena-RUN-TAB-12-08-2024-22:32:26:821-184253	Sequel II	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862283	ERS20573528	NA21487	PRJEB77558	NA21487_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_210325_045024.hifi_reads.fastq.gz	ced48657f519c7b553e9513e55bec6d9	FASTQ	23763911141	MD5	ced48657f519c7b553e9513e55bec6d9	File archived
ERR13492015	ena-RUN-TAB-12-08-2024-22:32:26:821-184251	Sequel II	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862282	ERS20573528	NA21487	PRJEB77558	NA21487_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210409_201342.hifi_reads.fastq.gz	7708052af60a62e9d798fc42f47275c0	FASTQ	20226889656	MD5	7708052af60a62e9d798fc42f47275c0	File archived
ERR13492014	ena-RUN-TAB-12-08-2024-22:32:26:820-184249	Sequel II	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862281	ERS20573528	NA21487	PRJEB77558	NA21487_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210408_003536.hifi_reads.fastq.gz	420580b401f9bf51793e049553834a60	FASTQ	24358527162	MD5	420580b401f9bf51793e049553834a60	File archived
ERR13492013	ena-RUN-TAB-12-08-2024-22:32:26:819-184247	Sequel II	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862280	ERS20573528	NA21487	PRJEB77558	NA21487_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210405_202314.hifi_reads.fastq.gz	dfc4ac6e89ca2662b4dcc5bf7f284b04	FASTQ	23183800625	MD5	dfc4ac6e89ca2662b4dcc5bf7f284b04	File archived
ERR13492012	ena-RUN-TAB-12-08-2024-22:32:26:819-184245	Sequel II	2024-08-12T23:32:49		PRIVATE	Webin-67527	ERP161946	ERX12862279	ERS19850126	NA20847	PRJEB77558	NA20847_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220207_222645.hifi_reads.fastq.gz	d9bb4aa4350785091c914b4a6265c263	FASTQ	29235728868	MD5	d9bb4aa4350785091c914b4a6265c263	File archived
ERR13492011	ena-RUN-TAB-12-08-2024-22:32:26:818-184243	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862278	ERS19850126	NA20847	PRJEB77558	NA20847_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220205_003337.hifi_reads.fastq.gz	1d45b8f2eb7f963d6d47f95d400e6434	FASTQ	16001809987	MD5	1d45b8f2eb7f963d6d47f95d400e6434	File archived
ERR13492010	ena-RUN-TAB-12-08-2024-22:32:26:817-184241	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862277	ERS19850126	NA20847	PRJEB77558	NA20847_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_220202_232805.hifi_reads.fastq.gz	61d5fd3cb69f154479ea1e41d9a25ec7	FASTQ	30378086271	MD5	61d5fd3cb69f154479ea1e41d9a25ec7	File archived
ERR13492009	ena-RUN-TAB-12-08-2024-22:32:26:817-184239	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862276	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20220125_UL_eee-prom1-3C-PAJ09671_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7d235228e5cfa975f4503c1ffa674ec0	FASTQ	12893571582	MD5	7d235228e5cfa975f4503c1ffa674ec0	File archived
ERR13492008	ena-RUN-TAB-12-08-2024-22:32:26:816-184237	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862275	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20220125_UL_eee-prom1-3B-PAJ10248_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	f058170a57ff1314ce3b43072a1d9a02	FASTQ	5877672501	MD5	f058170a57ff1314ce3b43072a1d9a02	File archived
ERR13492007	ena-RUN-TAB-12-08-2024-22:32:26:815-184235	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862274	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20220125_UL_eee-prom1-3A-PAJ07962_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	f602a182b461c863239b0897c5c41731	FASTQ	6918502978	MD5	f602a182b461c863239b0897c5c41731	File archived
ERR13492006	ena-RUN-TAB-12-08-2024-22:32:26:815-184233	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862273	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20220118_UL_eee-prom1-2C-PAI19294_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7b0d41c892a653b545ea282d439c4dd5	FASTQ	4786935233	MD5	7b0d41c892a653b545ea282d439c4dd5	File archived
ERR13492005	ena-RUN-TAB-12-08-2024-22:32:26:814-184231	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862272	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20220118_UL_eee-prom1-2B-PAH61789_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	96dc335522783c4a8b10d157176dbf03	FASTQ	3685964561	MD5	96dc335522783c4a8b10d157176dbf03	File archived
ERR13492004	ena-RUN-TAB-12-08-2024-22:32:26:813-184229	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862271	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20220105_UL_eee-prom1-2F-PAJ07922_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	f9b3dce6afb7436ea7a10986478fdfea	FASTQ	3491075408	MD5	f9b3dce6afb7436ea7a10986478fdfea	File archived
ERR13492003	ena-RUN-TAB-12-08-2024-22:32:26:813-184227	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862270	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20220104_UL_eee-prom1-2B-PAJ02890_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	cf184a4d18649dfcd89a127329b02194	FASTQ	4158718005	MD5	cf184a4d18649dfcd89a127329b02194	File archived
ERR13492002	ena-RUN-TAB-12-08-2024-22:32:26:812-184225	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862269	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20220104_UL_eee-prom1-1C-PAK51804_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	23c8466b5955ccdbdc5c4e9a87a27420	FASTQ	9317174140	MD5	23c8466b5955ccdbdc5c4e9a87a27420	File archived
ERR13492001	ena-RUN-TAB-12-08-2024-22:32:26:811-184223	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862268	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211227_UL_eee-prom1-3C-PAJ09836_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	42196278a71510b6b413320151482c5f	FASTQ	8457146060	MD5	42196278a71510b6b413320151482c5f	File archived
ERR13492000	ena-RUN-TAB-12-08-2024-22:32:26:811-184221	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862267	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211227_UL_eee-prom1-3B-PAJ08036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	bb77cf6781924a214ea7b0c74cd908cf	FASTQ	10937683919	MD5	bb77cf6781924a214ea7b0c74cd908cf	File archived
ERR13491999	ena-RUN-TAB-12-08-2024-22:32:26:810-184219	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862266	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211215_UL_eee-prom1-1F-PAK55502_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	5ac7446c68239c1b2b2860286431ad27	FASTQ	113113212	MD5	5ac7446c68239c1b2b2860286431ad27	File archived
ERR13491998	ena-RUN-TAB-12-08-2024-22:32:26:809-184217	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862265	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211208_UL_eee-prom1-1H-PAI74958_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	9676fa3a513a5995a372e40e5196b9d4	FASTQ	11339725407	MD5	9676fa3a513a5995a372e40e5196b9d4	File archived
ERR13491997	ena-RUN-TAB-12-08-2024-22:32:26:809-184215	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862264	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211208_UL_eee-prom1-1G-PAI74889_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	0928ee6c39197c05302db6a235c22ece	FASTQ	3102958342	MD5	0928ee6c39197c05302db6a235c22ece	File archived
ERR13491996	ena-RUN-TAB-12-08-2024-22:32:26:808-184213	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862263	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211202_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	8764b2f10ed3215129e57b9bb0e5082a	FASTQ	152972869	MD5	8764b2f10ed3215129e57b9bb0e5082a	File archived
ERR13491995	ena-RUN-TAB-12-08-2024-22:32:26:807-184211	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862262	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211130_UL_eee-prom1-2B-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	d764a64dc2c36b20825eeeb70ef28749	FASTQ	2856749813	MD5	d764a64dc2c36b20825eeeb70ef28749	File archived
ERR13491994	ena-RUN-TAB-12-08-2024-22:32:26:807-184209	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862261	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211130_UL_eee-prom1-2A-PAI18600_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	0db12f8df8a929705727ee8d2b89488f	FASTQ	10522979	MD5	0db12f8df8a929705727ee8d2b89488f	File archived
ERR13491993	ena-RUN-TAB-12-08-2024-22:32:26:806-184207	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862260	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211021_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	10091c0ea530ea47561f7197469fb2ac	FASTQ	341734182	MD5	10091c0ea530ea47561f7197469fb2ac	File archived
ERR13491992	ena-RUN-TAB-12-08-2024-22:32:26:805-184205	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862259	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211019_UL_eee-prom1-3C-PAI05036_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	8f5d0db6e80b424d0fcab6373c3b9303	FASTQ	4399004102	MD5	8f5d0db6e80b424d0fcab6373c3b9303	File archived
ERR13491991	ena-RUN-TAB-12-08-2024-22:32:26:805-184203	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862258	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211019_UL_eee-prom1-1A-PAH61837_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	0e1f22fc98b994b63c86d9e075c48410	FASTQ	17118	MD5	0e1f22fc98b994b63c86d9e075c48410	File archived
ERR13491990	ena-RUN-TAB-12-08-2024-22:32:26:804-184201	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862257	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211008_UL_eee-prom1-3G-PAH80048_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	dc39b95b11e1df95ed3fb540310ef40f	FASTQ	501333533	MD5	dc39b95b11e1df95ed3fb540310ef40f	File archived
ERR13491989	ena-RUN-TAB-12-08-2024-22:32:26:803-184199	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862256	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211007_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7fbbf8116e892cf85bf774b81dd97402	FASTQ	33516404	MD5	7fbbf8116e892cf85bf774b81dd97402	File archived
ERR13491988	ena-RUN-TAB-12-08-2024-22:32:26:803-184197	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862255	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	GM20355_20211006_UL_eee-prom1-3E-PAI04422_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	993b7e7449c0e66138f40fb3ce565546	FASTQ	3481824699	MD5	993b7e7449c0e66138f40fb3ce565546	File archived
ERR13491987	ena-RUN-TAB-12-08-2024-22:32:26:802-184195	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862254	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20220308_GM20355_UL_eee-prom1-3D-PAJ09168_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	43fa0b53a8fc7c9646e7b567d1a33116	FASTQ	13129034935	MD5	43fa0b53a8fc7c9646e7b567d1a33116	File archived
ERR13491986	ena-RUN-TAB-12-08-2024-22:32:26:801-184193	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862253	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20220301_GM20355_UL_eee-prom1-1G-PAJ09797_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	f511faace48ff1574cb1258ed05e6c07	FASTQ	13465223051	MD5	f511faace48ff1574cb1258ed05e6c07	File archived
ERR13491985	ena-RUN-TAB-12-08-2024-22:32:26:801-184191	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862252	ERS20573527	NA20355	PRJEB77558	NA20355_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	bbef6da38d0747f025767270400a3756	FASTQ	1407355309	MD5	bbef6da38d0747f025767270400a3756	File archived
ERR13491984	ena-RUN-TAB-12-08-2024-22:32:26:800-184189	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862251	ERS20573527	NA20355	PRJEB77558	NA20355_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_201004_002419.Q20.fastq.gz	4d4c1eb2bf01445dca3a48c6bd3d1660	FASTQ	12621855610	MD5	4d4c1eb2bf01445dca3a48c6bd3d1660	File archived
ERR13491983	ena-RUN-TAB-12-08-2024-22:32:26:799-184187	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862250	ERS20573527	NA20355	PRJEB77558	NA20355_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_201002_180938.Q20.fastq.gz	e7b162c8af63ecfe51012e798b5f19c9	FASTQ	17043239176	MD5	e7b162c8af63ecfe51012e798b5f19c9	File archived
ERR13491982	ena-RUN-TAB-12-08-2024-22:32:26:798-184185	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862249	ERS20573527	NA20355	PRJEB77558	NA20355_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m64076_200930_195351.Q20.fastq.gz	20659c197152446f4b99273e8107741e	FASTQ	17508417196	MD5	20659c197152446f4b99273e8107741e	File archived
ERR13491981	ena-RUN-TAB-12-08-2024-22:32:26:798-184183	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862248	ERS20573527	NA20355	PRJEB77558	NA20355_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210220_055130.Q20.fastq.gz	78bbc9df08fe6964f3976681f85f4bee	FASTQ	25932899388	MD5	78bbc9df08fe6964f3976681f85f4bee	File archived
ERR13491980	ena-RUN-TAB-12-08-2024-22:32:26:797-184181	Sequel II	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862247	ERS20573527	NA20355	PRJEB77558	NA20355_PacBio_HiFi	GENOMIC	size fractionation	WGS	SINGLE	m54329U_210124_022104.Q20.fastq.gz	23f0314fef809bb5e8975f8f959d6cd4	FASTQ	24169749176	MD5	23f0314fef809bb5e8975f8f959d6cd4	File archived
ERR13491979	ena-RUN-TAB-12-08-2024-22:32:26:796-184179	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862246	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230215_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	f71e037b232ff93110292e01a801cadb	FASTQ	22060998441	MD5	f71e037b232ff93110292e01a801cadb	File archived
ERR13491978	ena-RUN-TAB-12-08-2024-22:32:26:796-184177	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862245	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230214_NA19983_UL_eee-prom1-3B-PAM44162_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	1d2194962987dd5d5e40ffa05ac9ebc8	FASTQ	14529910741	MD5	1d2194962987dd5d5e40ffa05ac9ebc8	File archived
ERR13491977	ena-RUN-TAB-12-08-2024-22:32:26:795-184175	PromethION	2024-08-12T23:32:48		PRIVATE	Webin-67527	ERP161946	ERX12862244	ERS20573526	NA19983	PRJEB77558	NA19983_ONT_UL	GENOMIC	RANDOM	WGS	SINGLE	20230209_NA19983_UL_eee-prom1-3H-PAG66270_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	7cc603d9ddc97e42c075368b1c6608f5	FASTQ	4908141303	MD5	7cc603d9ddc97e42c075368b1c6608f5	File archived
