# 20230804T1810
sample	sex	asm_hap1	asm_hap2	asm_unassigned	asm_disconnected	asm_rdna	asm_rdnaEX	asm_mito	asm_mitoEX	asm_ebv	asm_ebvEX
HG02059	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02059.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG02106	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02106.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG02282	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02282.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG02554	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02554.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG02587	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02587.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG02666	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02666.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG02769	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02769.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG02818	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02818.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG02953	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG02953.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG03248	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03248.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG03452	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03452.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG03520	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03520.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG03683	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03683.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG03807	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG03807.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG04036	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04036.ps-sseq.wd/assembly.ebv.exemplar.fasta
HG04217	female	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/HG04217.ps-sseq.wd/assembly.ebv.exemplar.fasta
NA18989	male	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.haplotype1.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.haplotype2.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.unassigned.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.disconnected.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.rdna.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.rdna.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.mito.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.mito.exemplar.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.ebv.fasta	/gpfs/project/projects/medbioinf/projects/assemblies/hybrids/verkko/wd/proc/assemblies/verkko/NA18989.ps-sseq.wd/assembly.ebv.exemplar.fasta
