# 20240124T1621
index	sample	cell	alt_id	read_type	data_source	file_source	project	processing_batch	file_rel_path	file_date	file_group	group_date	matched	file_name	curated_by
16	GM19129	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/GM19129/GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	07508687b194fccd52f7c9366f387ad1	2023	1	GM19129_20210921_UL_eee-prom1-1B-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
17	GM19129	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/GM19129/GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	07508687b194fccd52f7c9366f387ad1	2023	1	GM19129_20210928_UL_eee-prom1-3G-PAH95198_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
18	GM19129	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/GM19129/GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	07508687b194fccd52f7c9366f387ad1	2023	1	GM19129_20211215_UL_eee-prom1-1C-PAK55818_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
19	GM19129	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/GM19129/GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2021	07508687b194fccd52f7c9366f387ad1	2023	1	GM19129_20211215_UL_eee-prom1-1D-PAK55439_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
20	GM19129	cell-id-na	GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/GM19129/GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	07508687b194fccd52f7c9366f387ad1	2023	-1	GM19129_20211227_UL_eee-prom1-3D-PAJ09653_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
21	GM19129	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass	ont	HGSVCuw	20230627_hgsvc_ont_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/GM19129/GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	2022	07508687b194fccd52f7c9366f387ad1	2023	1	GM19129_20220104_UL_eee-prom1-1D-PAJ02871_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	metadata
22	GM19238	cell-id-na	20230509_GM19238_UL_eee-prom1-2F-PAO54661_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19238/20230509_GM19238_UL_eee-prom1-2F-PAO54661_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	7bba6ed18d378217f46cd1fa55790f75	2023	-1	20230509_GM19238_UL_eee-prom1-2F-PAO54661_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
23	GM19238	cell-id-na	20230509_GM19238_UL_eee-prom1-2G-PAO54700_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19238/20230509_GM19238_UL_eee-prom1-2G-PAO54700_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	7bba6ed18d378217f46cd1fa55790f75	2023	-1	20230509_GM19238_UL_eee-prom1-2G-PAO54700_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
24	GM19238	cell-id-na	20230509_GM19238_UL_eee-prom1-2H-PAO54690_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19238/20230509_GM19238_UL_eee-prom1-2H-PAO54690_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	7bba6ed18d378217f46cd1fa55790f75	2023	-1	20230509_GM19238_UL_eee-prom1-2H-PAO54690_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
25	GM19238	cell-id-na	20230516_GM19238_UL_eee-prom1-3C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19238/20230516_GM19238_UL_eee-prom1-3C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	7bba6ed18d378217f46cd1fa55790f75	2023	-1	20230516_GM19238_UL_eee-prom1-3C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
26	GM19238	cell-id-na	20230518_GM19238_UL_eee-prom1-1C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19238/20230518_GM19238_UL_eee-prom1-1C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	7bba6ed18d378217f46cd1fa55790f75	2023	-1	20230518_GM19238_UL_eee-prom1-1C-PAO38706_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
27	GM19240	cell-id-na	20230328_GM19240_UL_eee-prom1-2G-PAK58474_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230328_GM19240_UL_eee-prom1-2G-PAK58474_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230328_GM19240_UL_eee-prom1-2G-PAK58474_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
28	GM19240	cell-id-na	20230328_GM19240_UL_eee-prom1-2H-PAK84678_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230328_GM19240_UL_eee-prom1-2H-PAK84678_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230328_GM19240_UL_eee-prom1-2H-PAK84678_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
29	GM19240	cell-id-na	20230405_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230405_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230405_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
30	GM19240	cell-id-na	20230405_GM19240_UL_eee-prom1-2G-PAK68964_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230405_GM19240_UL_eee-prom1-2G-PAK68964_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230405_GM19240_UL_eee-prom1-2G-PAK68964_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
31	GM19240	cell-id-na	20230406_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230406_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230406_GM19240_UL_eee-prom1-2F-PAK69241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
32	GM19240	cell-id-na	20230406_GM19240_UL_eee-prom1-2H-PAK98241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230406_GM19240_UL_eee-prom1-2H-PAK98241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230406_GM19240_UL_eee-prom1-2H-PAK98241_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
33	GM19240	cell-id-na	20230411_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230411_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230411_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
34	GM19240	cell-id-na	20230412_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230412_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230412_GM19240_UL_eee-prom1-3D-PAK98068_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
35	GM19240	cell-id-na	20230413_GM19240_UL_eee-prom1-2E-PAM01184_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230413_GM19240_UL_eee-prom1-2E-PAM01184_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230413_GM19240_UL_eee-prom1-2E-PAM01184_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
36	GM19240	cell-id-na	20230414_GM19240_UL_eee-prom1-2C-PAK90224_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	3	project-centric/hgsvc/nanopore/20230706_HGSVC_EEE_UL_ONT/GM19240/20230414_GM19240_UL_eee-prom1-2C-PAK90224_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	8e2c01a75dc08b6aa83e991534c44ff9	2023	-1	20230414_GM19240_UL_eee-prom1-2C-PAK90224_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
37	GM19434	EDEVI_20210820_S64049_PL100192554-1_B01	m64049_210822_023857	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20210820_S64049_PL100192554-1_B01.ccs.fastq.gz	2021	a21d49eefc17ceb4436a9920dae551aa	2021	1	EDEVI_20210820_S64049_PL100192554-1_B01.ccs.fastq.gz	metadata
38	GM19434	EDEVI_20211130_S64049_PL100216561-1_C01	m64049_211203_122234	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20211130_S64049_PL100216561-1_C01.ccs.fastq.gz	2021	a21d49eefc17ceb4436a9920dae551aa	2021	1	EDEVI_20211130_S64049_PL100216561-1_C01.ccs.fastq.gz	metadata
39	GM19434	EDEVI_20211130_S64049_PL100216561-1_D01	m64049_211204_222036	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20211130_S64049_PL100216561-1_D01.ccs.fastq.gz	2021	a21d49eefc17ceb4436a9920dae551aa	2021	1	EDEVI_20211130_S64049_PL100216561-1_D01.ccs.fastq.gz	metadata
40	GM19434	EDEVI_20220125_S64049_PL100216561-3_A01	m64049_220125_174906	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20220125_S64049_PL100216561-3_A01.ccs.fastq.gz	2022	a21d49eefc17ceb4436a9920dae551aa	2021	1	EDEVI_20220125_S64049_PL100216561-3_A01.ccs.fastq.gz	metadata
41	GM19434	EDEVI_20220125_S64049_PL100216561-3_B01	m64049_220127_034342	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19434/EDEVI_20220125_S64049_PL100216561-3_B01.ccs.fastq.gz	2022	a21d49eefc17ceb4436a9920dae551aa	2021	1	EDEVI_20220125_S64049_PL100216561-3_B01.ccs.fastq.gz	metadata
42	GM19836	EDEVI_20210902_S64049_PL100193594-1_F01	m64049_210909_081018	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19836/EDEVI_20210902_S64049_PL100193594-1_F01.ccs.fastq.gz	2021	a712902f7762bf30dbad7450c919a667	2021	1	EDEVI_20210902_S64049_PL100193594-1_F01.ccs.fastq.gz	metadata
43	GM19836	EDEVI_20211001_S64018_PL100179097A-1_C01	m64018_211003_030508	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19836/EDEVI_20211001_S64018_PL100179097A-1_C01.ccs.fastq.gz	2021	a712902f7762bf30dbad7450c919a667	2021	1	EDEVI_20211001_S64018_PL100179097A-1_C01.ccs.fastq.gz	metadata
44	GM19836	EDEVI_20211103_S64018_PL100179097A-2_D01	m64018_211107_161400	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19836/EDEVI_20211103_S64018_PL100179097A-2_D01.ccs.fastq.gz	2021	a712902f7762bf30dbad7450c919a667	2021	1	EDEVI_20211103_S64018_PL100179097A-2_D01.ccs.fastq.gz	metadata
45	GM19836	EDEVI_20211122_S64018_PL100179097A-2_B01	m64018_211124_014608	hifi	HGSVCumigs	20230314_hgsvc_hifi-cells.umigs.tsv	HGSVCumigs	1	project-centric/hgsvc/pacbio_hifi/20211207_UMIGS_HiFi/GM19836/EDEVI_20211122_S64018_PL100179097A-2_B01.ccs.fastq.gz	2021	a712902f7762bf30dbad7450c919a667	2021	1	EDEVI_20211122_S64018_PL100179097A-2_B01.ccs.fastq.gz	metadata
46	GM20355	m54329U_210124_022104	m54329U_210124_022104	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m54329U_210124_022104.ccs.fastq.gz	2021	aabf09abf24795e7e674fd800f41030b	2021	1	m54329U_210124_022104.ccs.fastq.gz	metadata
47	GM20355	m54329U_210220_055130	m54329U_210220_055130	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m54329U_210220_055130.ccs.fastq.gz	2021	aabf09abf24795e7e674fd800f41030b	2021	1	m54329U_210220_055130.ccs.fastq.gz	metadata
48	GM20355	m64076_200930_195351	m64076_200930_195351	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m64076_200930_195351.ccs.fastq.gz	2020	aabf09abf24795e7e674fd800f41030b	2021	1	m64076_200930_195351.ccs.fastq.gz	metadata
49	GM20355	m64076_201002_180938	m64076_201002_180938	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m64076_201002_180938.ccs.fastq.gz	2020	aabf09abf24795e7e674fd800f41030b	2021	1	m64076_201002_180938.ccs.fastq.gz	metadata
50	GM20355	m64076_201004_002419	m64076_201004_002419	hifi	HGSVCuw	20230627_hgsvc_hifi_cell-UW.tsv	HGSVCuw	1	project-centric/hgsvc/pacbio_hifi/20210509_UW_HiFi/GM20355/m64076_201004_002419.ccs.fastq.gz	2020	aabf09abf24795e7e674fd800f41030b	2021	1	m64076_201004_002419.ccs.fastq.gz	metadata
51	GM20355	cell-id-na	20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	ont	UW_WH	manual	UW_WH	1	project-centric/hgsvc/nanopore/20230501_HGSVC_UL_ONT-UW/GM20355/20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	unset	122661319a65669471dfc383c49a7d30	2023	-1	20220301_GM20355_UL_eee-prom1-1F-PAJ02893_guppy-5.0.11-sup-prom_fastq_pass.fastq.gz	UW_WH
